Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID version	Gene name
ENSG00000019995	10	126630692	126676758	ENSG00000019995.6	ZRANB1
ENSG00000020129	1	36023074	36032875	ENSG00000020129.11	NCDN
ENSG00000020181	8	37641709	37702414	ENSG00000020181.13	GPR124
ENSG00000020256	20	50668202	50820847	ENSG00000020256.15	ZFP64
ENSG00000020426	14	61201460	61436671	ENSG00000020426.6	MNAT1
ENSG00000020577	14	55033815	55260033	ENSG00000020577.9	SAMD4A
ENSG00000020633	1	25226002	25291612	ENSG00000020633.14	RUNX3
ENSG00000020922	11	94152895	94227074	ENSG00000020922.8	MRE11A
ENSG00000021300	11	73357223	73373864	ENSG00000021300.9	PLEKHB1
ENSG00000021355	6	2832566	2842240	ENSG00000021355.8	SERPINB1
ENSG00000021461	7	99425636	99463718	ENSG00000021461.12	CYP3A43
ENSG00000021488	19	33321415	33360672	ENSG00000021488.8	SLC7A9
ENSG00000021574	2	32288680	32382706	ENSG00000021574.7	SPAST
ENSG00000021645	14	78708734	80330762	ENSG00000021645.13	NRXN3
ENSG00000021762	11	3108346	3187969	ENSG00000021762.15	OSBPL5
ENSG00000021776	15	35147732	35262040	ENSG00000021776.6	AQR
ENSG00000021826	2	211342406	211543831	ENSG00000021826.10	CPS1
ENSG00000021852	1	57394883	57431813	ENSG00000021852.8	C8B
ENSG00000022267	X	135229559	135293518	ENSG00000022267.12	FHL1
ENSG00000022277	20	55043647	55093943	ENSG00000022277.8	RTFDC1
ENSG00000022355	5	161274197	161326975	ENSG00000022355.10	GABRA1
ENSG00000022556	19	55464498	55512510	ENSG00000022556.11	NLRP2
ENSG00000022567	8	142217265	142318404	ENSG00000022567.5	SLC45A4
ENSG00000022840	12	120971283	121015397	ENSG00000022840.11	RNF10
ENSG00000022976	14	102783714	102809044	ENSG00000022976.11	ZNF839
ENSG00000023041	10	114190058	114206672	ENSG00000023041.7	ZDHHC6
ENSG00000023171	11	123396344	123498482	ENSG00000023171.10	GRAMD1B
ENSG00000023191	11	494512	507300	ENSG00000023191.12	RNH1
ENSG00000023228	2	206979541	207024327	ENSG00000023228.9	NDUFS1
ENSG00000023287	8	53535016	53658403	ENSG00000023287.8	RB1CC1
ENSG00000023318	9	102741461	102861322	ENSG00000023318.7	ERP44
ENSG00000023330	3	52232102	52248343	ENSG00000023330.10	ALAS1
ENSG00000023445	11	102188215	102210134	ENSG00000023445.9	BIRC3
ENSG00000023516	13	42846289	42897396	ENSG00000023516.7	AKAP11
ENSG00000023572	1	193065598	193075244	ENSG00000023572.4	GLRX2
ENSG00000023608	14	62229075	62263146	ENSG00000023608.4	SNAPC1
ENSG00000023697	12	16064106	16190220	ENSG00000023697.8	DERA
ENSG00000023734	12	16035325	16056412	ENSG00000023734.6	STRAP
ENSG00000023839	10	101542489	101611949	ENSG00000023839.6	ABCC2
ENSG00000023892	6	35265595	35289548	ENSG00000023892.9	DEF6
ENSG00000023902	1	150121373	150136916	ENSG00000023902.9	PLEKHO1
ENSG00000023909	1	94350761	94374966	ENSG00000023909.5	GCLM
ENSG00000024048	6	42531800	42661242	ENSG00000024048.6	UBR2
ENSG00000024422	19	48216600	48246391	ENSG00000024422.7	EHD2
ENSG00000024526	1	68939835	68962904	ENSG00000024526.12	DEPDC1
ENSG00000024862	6	139094657	139114456	ENSG00000024862.12	CCDC28A
ENSG00000025039	6	90074355	90121989	ENSG00000025039.10	RRAGD
ENSG00000025156	6	122720691	122754264	ENSG00000025156.8	HSF2
ENSG00000025293	20	34359896	34538303	ENSG00000025293.11	PHF20
ENSG00000025423	12	57145945	57181574	ENSG00000025423.7	HSD17B6
ENSG00000025434	11	47269851	47290396	ENSG00000025434.14	NR1H3
ENSG00000025708	22	50964181	50968485	ENSG00000025708.8	TYMP
ENSG00000025770	22	50946645	50961901	ENSG00000025770.14	NCAPH2
ENSG00000025772	20	43570771	43589127	ENSG00000025772.7	TOMM34
ENSG00000025796	6	108188960	108279393	ENSG00000025796.9	SEC63
ENSG00000025800	1	32573639	32642169	ENSG00000025800.9	KPNA6
ENSG00000026025	10	17270258	17279592	ENSG00000026025.9	VIM
ENSG00000026103	10	90750414	90775542	ENSG00000026103.15	FAS
ENSG00000026297	6	167342992	167370679	ENSG00000026297.11	RNASET2
ENSG00000026508	11	35160417	35253949	ENSG00000026508.12	CD44
ENSG00000026559	20	49620193	49639666	ENSG00000026559.9	KCNG1
ENSG00000026652	6	161551011	161695093	ENSG00000026652.9	AGPAT4
ENSG00000026751	1	160709037	160724611	ENSG00000026751.12	SLAMF7
ENSG00000026950	6	26402465	26415444	ENSG00000026950.12	BTN3A1
ENSG00000027001	13	24304328	24463558	ENSG00000027001.7	MIPEP
ENSG00000027075	14	61654277	62017694	ENSG00000027075.9	PRKCH
ENSG00000027644	1	156809855	156828810	ENSG00000027644.4	INSRR
ENSG00000027697	6	137518621	137540586	ENSG00000027697.8	IFNGR1
ENSG00000027847	5	177027101	177037348	ENSG00000027847.9	B4GALT7
ENSG00000027869	1	156776035	156786654	ENSG00000027869.7	SH2D2A
ENSG00000028116	2	58134786	58387055	ENSG00000028116.12	VRK2
ENSG00000028137	1	12227060	12269285	ENSG00000028137.12	TNFRSF1B
ENSG00000028203	12	95611522	95696566	ENSG00000028203.13	VEZT
ENSG00000028277	19	42590263	42700737	ENSG00000028277.16	POU2F2
ENSG00000028310	5	850406	892939	ENSG00000028310.13	BRD9
ENSG00000028528	15	64386322	64438289	ENSG00000028528.10	SNX1
ENSG00000028839	6	134273308	134311570	ENSG00000028839.5	TBPL1
ENSG00000029153	12	27485787	27576241	ENSG00000029153.10	ARNTL2
ENSG00000029363	6	136578001	136610989	ENSG00000029363.11	BCLAF1
ENSG00000029364	14	69864732	69929105	ENSG00000029364.7	SLC39A9
ENSG00000029534	8	41510739	41754280	ENSG00000029534.15	ANK1
ENSG00000029559	4	88720733	88733074	ENSG00000029559.5	IBSP
ENSG00000029639	6	155578643	155635627	ENSG00000029639.6	TFB1M
ENSG00000029725	17	5185558	5289129	ENSG00000029725.12	RABEP1
ENSG00000029993	X	150148982	150159248	ENSG00000029993.10	HMGB3
ENSG00000030066	11	47799639	47870107	ENSG00000030066.9	NUP160
ENSG00000030110	6	33540329	33548019	ENSG00000030110.8	BAK1
ENSG00000030304	9	113431051	113563859	ENSG00000030304.8	MUSK
ENSG00000030419	2	213864429	214017151	ENSG00000030419.12	IKZF2
ENSG00000030582	17	42422614	42430470	ENSG00000030582.12	GRN
ENSG00000031003	5	137273649	137387650	ENSG00000031003.6	FAM13B
ENSG00000031081	3	119013220	119139561	ENSG00000031081.6	ARHGAP31
ENSG00000031691	6	49431091	49460820	ENSG00000031691.6	CENPQ
ENSG00000031698	1	109756540	109780791	ENSG00000031698.8	SARS
ENSG00000031823	19	5916150	5978153	ENSG00000031823.10	RANBP3
ENSG00000032219	14	58765103	58840605	ENSG00000032219.14	ARID4A
ENSG00000032389	2	3192696	3381653	ENSG00000032389.8	TSSC1
ENSG00000032444	19	7598890	7626650	ENSG00000032444.11	PNPLA6
ENSG00000032742	13	21140585	21265503	ENSG00000032742.13	IFT88
ENSG00000033011	16	5083703	5137380	ENSG00000033011.7	ALG1
ENSG00000033030	12	122957417	122985518	ENSG00000033030.9	ZCCHC8
ENSG00000033050	7	150904923	150924316	ENSG00000033050.3	ABCF2
ENSG00000033100	7	150929575	150935908	ENSG00000033100.10	CHPF2
ENSG00000033122	1	70034081	70617628	ENSG00000033122.14	LRRC7
ENSG00000033170	14	65877310	66210839	ENSG00000033170.12	FUT8
ENSG00000033178	4	68478370	68566897	ENSG00000033178.8	UBA6
ENSG00000033327	11	77926343	78129394	ENSG00000033327.8	GAB2
ENSG00000033627	17	40610862	40674629	ENSG00000033627.10	ATP6V0A1
ENSG00000033800	15	68346517	68483096	ENSG00000033800.9	PIAS1
ENSG00000033867	3	27414214	27525911	ENSG00000033867.12	SLC4A7
ENSG00000034053	15	29129629	29410518	ENSG00000034053.10	APBA2
ENSG00000034152	17	21187984	21218552	ENSG00000034152.14	MAP2K3
ENSG00000034239	8	49623348	49647870	ENSG00000034239.6	EFCAB1
ENSG00000034510	2	85132749	85133795	ENSG00000034510.4	TMSB10
ENSG00000034533	3	130732719	130746493	ENSG00000034533.7	ASTE1
ENSG00000034677	8	101269288	101348446	ENSG00000034677.7	RNF19A
ENSG00000034693	6	143771944	143811147	ENSG00000034693.10	PEX3
ENSG00000034713	16	75600249	75611779	ENSG00000034713.3	GABARAPL2
ENSG00000034971	1	171604557	171621823	ENSG00000034971.10	MYOC
ENSG00000035115	2	217730	266398	ENSG00000035115.17	SH3YL1
ENSG00000035141	2	70523107	70529222	ENSG00000035141.3	FAM136A
ENSG00000035403	10	75757872	75879918	ENSG00000035403.12	VCL
ENSG00000035499	5	59892739	59996017	ENSG00000035499.8	DEPDC1B
ENSG00000035664	15	64199235	64364232	ENSG00000035664.7	DAPK2
ENSG00000035681	8	59496063	59572403	ENSG00000035681.3	NSMAF
ENSG00000035687	1	244571796	244615436	ENSG00000035687.9	ADSS
ENSG00000035720	4	68424446	68473055	ENSG00000035720.3	STAP1
ENSG00000035862	17	76849059	76921469	ENSG00000035862.8	TIMP2
ENSG00000035928	4	39289076	39367995	ENSG00000035928.10	RFC1
ENSG00000036054	3	99979844	100044095	ENSG00000036054.8	TBC1D23
ENSG00000036257	2	225334867	225450110	ENSG00000036257.8	CUL3
ENSG00000036448	8	1993155	2113475	ENSG00000036448.5	MYOM2
ENSG00000036473	X	38211798	38280703	ENSG00000036473.6	OTC
ENSG00000036530	14	100150641	100193638	ENSG00000036530.4	CYP46A1
ENSG00000036549	1	78028101	78149104	ENSG00000036549.8	ZZZ3
ENSG00000036565	8	20002366	20040717	ENSG00000036565.10	SLC18A1
ENSG00000036672	11	119225925	119252436	ENSG00000036672.11	USP2
ENSG00000036828	3	121902530	122005342	ENSG00000036828.9	CASR
ENSG00000037042	17	40811323	40819024	ENSG00000037042.8	TUBG2
ENSG00000037241	5	172385732	172396774	ENSG00000037241.3	RPL26L1
ENSG00000037280	5	180028506	180076624	ENSG00000037280.11	FLT4
ENSG00000037474	5	6599352	6633404	ENSG00000037474.10	NSUN2
ENSG00000037637	1	16573334	16678949	ENSG00000037637.6	FBXO42
ENSG00000037749	5	153418466	153600038	ENSG00000037749.7	MFAP3
ENSG00000037757	19	13875346	13885096	ENSG00000037757.9	MRI1
ENSG00000037897	12	58162254	58166576	ENSG00000037897.12	METTL1
ENSG00000037965	12	54402832	54407570	ENSG00000037965.4	HOXC8
ENSG00000038002	4	178351924	178363657	ENSG00000038002.4	AGA
ENSG00000038210	4	25162263	25280714	ENSG00000038210.9	PI4K2B
ENSG00000038219	4	13570362	13629347	ENSG00000038219.8	BOD1L1
ENSG00000038274	5	162930120	162946342	ENSG00000038274.12	MAT2B
ENSG00000038295	4	166794410	167025047	ENSG00000038295.3	TLL1
ENSG00000038358	16	67906926	67918406	ENSG00000038358.10	EDC4
ENSG00000038382	5	14143811	14532235	ENSG00000038382.13	TRIO
ENSG00000038427	5	82767284	82878122	ENSG00000038427.11	VCAN
ENSG00000038532	16	11038345	11276046	ENSG00000038532.10	CLEC16A
ENSG00000038945	8	15965387	16424999	ENSG00000038945.10	MSR1
ENSG00000039068	16	68771128	68869451	ENSG00000039068.14	CDH1
ENSG00000039123	5	54603588	54721409	ENSG00000039123.11	SKIV2L2
ENSG00000039139	5	13690440	13944652	ENSG00000039139.9	DNAH5
ENSG00000039319	5	79703832	79775169	ENSG00000039319.12	ZFYVE16
ENSG00000039523	16	67552321	67580691	ENSG00000039523.13	FAM65A
ENSG00000039537	5	41142336	41261540	ENSG00000039537.9	C6
ENSG00000039560	5	34656342	34832732	ENSG00000039560.9	RAI14
ENSG00000039600	5	157052687	157098488	ENSG00000039600.6	SOX30
ENSG00000039650	19	50364461	50371166	ENSG00000039650.5	PNKP
ENSG00000039987	19	12862516	12869272	ENSG00000039987.2	BEST2
ENSG00000040199	16	71671738	71758604	ENSG00000040199.14	PHLPP2
ENSG00000040275	5	169010638	169031782	ENSG00000040275.12	SPDL1
ENSG00000040341	8	74332604	74659943	ENSG00000040341.13	STAU2
ENSG00000040487	1	19638820	19655794	ENSG00000040487.8	PQLC2
ENSG00000040531	17	3539762	3564836	ENSG00000040531.10	CTNS
ENSG00000040608	22	20228938	20270769	ENSG00000040608.9	RTN4R
ENSG00000040633	17	7138347	7143041	ENSG00000040633.8	PHF23
ENSG00000040731	5	24487209	24645087	ENSG00000040731.6	CDH10
ENSG00000040933	2	99061317	99210853	ENSG00000040933.11	INPP4A
ENSG00000041353	18	52385091	52562747	ENSG00000041353.5	RAB27B
ENSG00000041357	15	78832747	78841604	ENSG00000041357.11	PSMA4
ENSG00000041515	13	109248500	109860355	ENSG00000041515.11	MYO16
ENSG00000041802	3	194361517	194393206	ENSG00000041802.6	LSG1
ENSG00000041880	3	51976361	51982883	ENSG00000041880.10	PARP3
ENSG00000041982	9	117782806	117880536	ENSG00000041982.10	TNC
ENSG00000041988	1	6684926	6695646	ENSG00000041988.11	THAP3
ENSG00000042062	20	49202645	49308065	ENSG00000042062.7	FAM65C
ENSG00000042088	14	90421283	90511106	ENSG00000042088.9	TDP1
ENSG00000042286	10	71857979	71892690	ENSG00000042286.10	AIFM2
ENSG00000042304	2	228474806	228498036	ENSG00000042304.6	C2orf83
ENSG00000042317	14	88851268	88936694	ENSG00000042317.12	SPATA7
ENSG00000042429	11	93517393	93547861	ENSG00000042429.6	MED17
ENSG00000042445	2	85569211	85581743	ENSG00000042445.9	RETSAT
ENSG00000042493	2	85621871	85645555	ENSG00000042493.11	CAPG
ENSG00000042753	19	47341393	47354249	ENSG00000042753.7	AP2S1
ENSG00000042781	1	215796236	216596738	ENSG00000042781.8	USH2A
ENSG00000042813	7	49890017	50160925	ENSG00000042813.3	ZPBP
ENSG00000042832	8	133879203	134147147	ENSG00000042832.7	TG
ENSG00000042980	8	24151553	24216531	ENSG00000042980.8	ADAM28
ENSG00000043039	11	129245835	129322171	ENSG00000043039.5	BARX2
ENSG00000043093	3	182655862	182703741	ENSG00000043093.9	DCUN1D1
ENSG00000043143	5	133860003	133918918	ENSG00000043143.16	JADE2
ENSG00000043462	5	169673241	169725231	ENSG00000043462.7	LCP2
ENSG00000043514	1	40306723	40349183	ENSG00000043514.11	TRIT1
ENSG00000043591	10	115803806	115806667	ENSG00000043591.4	ADRB1
ENSG00000044012	1	42619092	42621495	ENSG00000044012.3	GUCA2B
ENSG00000044090	6	43005355	43021683	ENSG00000044090.4	CUL7
ENSG00000044115	5	137946656	138270723	ENSG00000044115.16	CTNNA1
ENSG00000044446	X	18910418	19002716	ENSG00000044446.7	PHKA2
ENSG00000044459	9	17134980	17503921	ENSG00000044459.10	CNTLN
ENSG00000044524	3	89156674	89531284	ENSG00000044524.6	EPHA3
ENSG00000044574	9	127997132	128003609	ENSG00000044574.7	HSPA5
ENSG00000046604	18	29078006	29128971	ENSG00000046604.8	DSG2
ENSG00000046647	X	14026398	14048012	ENSG00000046647.9	GEMIN8
ENSG00000046651	X	13752832	13787480	ENSG00000046651.10	OFD1
ENSG00000046653	X	13789150	13956757	ENSG00000046653.10	GPM6B
ENSG00000046889	8	68864353	69149265	ENSG00000046889.14	PREX2
ENSG00000047056	10	1095478	1178237	ENSG00000047056.10	WDR37
ENSG00000047188	5	112849380	112930982	ENSG00000047188.11	YTHDC2
ENSG00000047230	X	16606126	16731059	ENSG00000047230.10	CTPS2
ENSG00000047249	8	54628117	54756118	ENSG00000047249.12	ATP6V1H
ENSG00000047315	4	57843888	57897334	ENSG00000047315.10	POLR2B
ENSG00000047346	15	52873514	53002014	ENSG00000047346.8	FAM214A
ENSG00000047365	4	35949843	36246131	ENSG00000047365.7	ARAP2
ENSG00000047410	1	186280784	186344825	ENSG00000047410.9	TPR
ENSG00000047457	3	148880197	148939842	ENSG00000047457.9	CP
ENSG00000047578	16	27561454	27791690	ENSG00000047578.8	KIAA0556
ENSG00000047579	6	15523032	15663289	ENSG00000047579.15	DTNBP1
ENSG00000047597	X	37545012	37591383	ENSG00000047597.5	XK
ENSG00000047617	12	5641035	6055398	ENSG00000047617.10	ANO2
ENSG00000047621	12	4596894	4647674	ENSG00000047621.7	C12orf4
ENSG00000047634	X	17755588	17773105	ENSG00000047634.10	SCML1
ENSG00000047644	X	9983602	10112518	ENSG00000047644.13	WWC3
ENSG00000047648	X	11136239	11683821	ENSG00000047648.17	ARHGAP6
ENSG00000047662	4	17630929	17783135	ENSG00000047662.4	FAM184B
ENSG00000047849	3	47892182	48130769	ENSG00000047849.17	MAP4
ENSG00000047932	6	117639374	117923691	ENSG00000047932.9	GOPC
ENSG00000047936	6	117609463	117747018	ENSG00000047936.6	ROS1
ENSG00000048028	11	113668596	113746292	ENSG00000048028.7	USP28
ENSG00000048052	7	18126572	19042039	ENSG00000048052.17	HDAC9
ENSG00000048140	5	176074388	176086058	ENSG00000048140.13	TSPAN17
ENSG00000048162	5	175810949	175815976	ENSG00000048162.15	NOP16
ENSG00000048342	4	15471489	15603180	ENSG00000048342.11	CC2D2A
ENSG00000048392	8	103216730	103251346	ENSG00000048392.7	RRM2B
ENSG00000048405	7	126986844	127071978	ENSG00000048405.5	ZNF800
ENSG00000048462	16	12058964	12061925	ENSG00000048462.6	TNFRSF17
ENSG00000048471	16	12070594	12668146	ENSG00000048471.9	SNX29
ENSG00000048540	12	16701307	16763528	ENSG00000048540.10	LMO3
ENSG00000048544	6	42174539	42185603	ENSG00000048544.5	MRPS10
ENSG00000048545	6	42123144	42147794	ENSG00000048545.9	GUCA1A
ENSG00000048649	11	77371041	77532063	ENSG00000048649.9	RSF1
ENSG00000048707	1	12290124	12572099	ENSG00000048707.9	VPS13D
ENSG00000048740	10	11047259	11378674	ENSG00000048740.13	CELF2
ENSG00000048828	9	96214004	96328397	ENSG00000048828.12	FAM120A
ENSG00000048991	2	136289025	136482840	ENSG00000048991.12	R3HDM1
ENSG00000049089	1	40766159	40783488	ENSG00000049089.9	COL9A2
ENSG00000049130	12	88886570	88974628	ENSG00000049130.9	KITLG
ENSG00000049167	5	60169658	60240900	ENSG00000049167.9	ERCC8
ENSG00000049192	5	64444563	64777747	ENSG00000049192.10	ADAMTS6
ENSG00000049239	1	9294834	9331396	ENSG00000049239.8	H6PD
ENSG00000049245	1	7831329	7841492	ENSG00000049245.8	VAMP3
ENSG00000049246	1	7844380	7905237	ENSG00000049246.10	PER3
ENSG00000049247	1	7903143	7913572	ENSG00000049247.9	UTS2
ENSG00000049249	1	7979907	8000926	ENSG00000049249.4	TNFRSF9
ENSG00000049283	17	48609904	48621111	ENSG00000049283.13	EPN3
ENSG00000049323	2	33172039	33624576	ENSG00000049323.11	LTBP1
ENSG00000049449	11	31833939	32127301	ENSG00000049449.4	RCN1
ENSG00000049540	7	73442119	73484237	ENSG00000049540.12	ELN
ENSG00000049541	7	73645829	73668774	ENSG00000049541.6	RFC2
ENSG00000049618	6	157099063	157531913	ENSG00000049618.17	ARID1B
ENSG00000049656	5	1317859	1345214	ENSG00000049656.9	CLPTM1L
ENSG00000049759	18	55711599	56068772	ENSG00000049759.12	NEDD4L
ENSG00000049768	X	49106897	49121288	ENSG00000049768.10	FOXP3
ENSG00000049769	X	49126306	49157929	ENSG00000049769.8	PPP1R3F
ENSG00000049860	5	73935848	74018472	ENSG00000049860.9	HEXB
ENSG00000049883	5	71616194	71656052	ENSG00000049883.10	PTCD2
ENSG00000050030	X	73952684	74145282	ENSG00000050030.9	KIAA2022
ENSG00000050130	14	59951161	59972128	ENSG00000050130.13	JKAMP
ENSG00000050165	11	11984653	12031316	ENSG00000050165.13	DKK3
ENSG00000050327	7	144052381	144077725	ENSG00000050327.10	ARHGEF5
ENSG00000050344	7	26191860	26226745	ENSG00000050344.8	NFE2L3
ENSG00000050393	6	13786789	13814800	ENSG00000050393.7	MCUR1
ENSG00000050405	12	50569571	50677329	ENSG00000050405.9	LIMA1
ENSG00000050426	12	51441745	51454207	ENSG00000050426.11	LETMD1
ENSG00000050438	12	51785101	51902980	ENSG00000050438.12	SLC4A8
ENSG00000050555	9	133884469	133969860	ENSG00000050555.13	LAMC3
ENSG00000050628	1	71318036	71513491	ENSG00000050628.16	PTGER3
ENSG00000050730	4	122052563	122148621	ENSG00000050730.11	TNIP3
ENSG00000050748	5	179660143	179719099	ENSG00000050748.13	MAPK9
ENSG00000050767	5	177664619	178017556	ENSG00000050767.11	COL23A1
ENSG00000050820	16	75262928	75301951	ENSG00000050820.12	BCAR1
ENSG00000051009	11	6232565	6255941	ENSG00000051009.6	FAM160A2
ENSG00000051108	16	56965960	56977798	ENSG00000051108.10	HERPUD1
ENSG00000051128	19	19040010	19052070	ENSG00000051128.14	HOMER3
ENSG00000051180	15	40986972	41024354	ENSG00000051180.12	RAD51
ENSG00000051341	3	121150278	121264853	ENSG00000051341.9	POLQ
ENSG00000051382	3	138372860	138553780	ENSG00000051382.4	PIK3CB
ENSG00000051523	16	88709691	88717560	ENSG00000051523.6	CYBA
ENSG00000051596	5	175344876	175461683	ENSG00000051596.5	THOC3
ENSG00000051620	6	138724668	138743334	ENSG00000051620.6	HEBP2
ENSG00000051825	12	123636867	123728561	ENSG00000051825.10	MPHOSPH9
ENSG00000052126	12	19282648	19529334	ENSG00000052126.10	PLEKHA5
ENSG00000052344	16	31142756	31147083	ENSG00000052344.11	PRSS8
ENSG00000052723	1	115312100	115323306	ENSG00000052723.7	SIKE1
ENSG00000052749	10	99116115	99161127	ENSG00000052749.9	RRP12
ENSG00000052795	4	159690290	159829201	ENSG00000052795.8	FNIP2
ENSG00000052802	4	166248775	166264312	ENSG00000052802.8	MSMO1
ENSG00000052841	11	43380482	43516483	ENSG00000052841.10	TTC17
ENSG00000052850	11	44281994	44331716	ENSG00000052850.5	ALX4
ENSG00000053108	5	132532147	132948255	ENSG00000053108.12	FSTL4
ENSG00000053254	14	89591215	90085493	ENSG00000053254.11	FOXN3
ENSG00000053328	6	110567131	110679475	ENSG00000053328.8	METTL24
ENSG00000053371	1	19630459	19638640	ENSG00000053371.8	AKR7A2
ENSG00000053372	1	19578033	19586622	ENSG00000053372.4	MRTO4
ENSG00000053438	20	36149617	36152092	ENSG00000053438.7	NNAT
ENSG00000053501	19	17326155	17330638	ENSG00000053501.8	USE1
ENSG00000053524	3	182895831	183146566	ENSG00000053524.7	MCF2L2
ENSG00000053702	12	2934514	2944710	ENSG00000053702.10	NRIP2
ENSG00000053747	18	21269407	21535030	ENSG00000053747.11	LAMA3
ENSG00000053770	14	57735627	57756797	ENSG00000053770.7	AP5M1
ENSG00000053900	4	25378835	25420120	ENSG00000053900.6	ANAPC4
ENSG00000053918	11	2465914	2870339	ENSG00000053918.11	KCNQ1
ENSG00000054116	1	36602173	36615098	ENSG00000054116.7	TRAPPC3
ENSG00000054118	1	36690017	36770958	ENSG00000054118.9	THRAP3
ENSG00000054148	9	139743176	139745488	ENSG00000054148.13	PHPT1
ENSG00000054179	9	139942550	139948497	ENSG00000054179.7	ENTPD2
ENSG00000054219	2	160628362	160761260	ENSG00000054219.9	LY75
ENSG00000054267	1	235294949	235491534	ENSG00000054267.16	ARID4B
ENSG00000054277	1	241753404	241840678	ENSG00000054277.8	OPN3
ENSG00000054282	1	243419320	243663394	ENSG00000054282.11	SDCCAG8
ENSG00000054356	2	220154345	220174370	ENSG00000054356.9	PTPRN
ENSG00000054392	1	210501596	210849638	ENSG00000054392.8	HHAT
ENSG00000054523	1	10270863	10441661	ENSG00000054523.12	KIF1B
ENSG00000054611	22	47158518	47571336	ENSG00000054611.9	TBC1D22A
ENSG00000054654	14	64319683	64693165	ENSG00000054654.11	SYNE2
ENSG00000054690	14	68000018	68056329	ENSG00000054690.9	PLEKHH1
ENSG00000054793	20	50213053	50385173	ENSG00000054793.9	ATP9A
ENSG00000054796	20	55904815	55919050	ENSG00000054796.8	SPO11
ENSG00000054803	20	54572496	54580528	ENSG00000054803.3	CBLN4
ENSG00000054938	11	74407474	74442430	ENSG00000054938.11	CHRDL2
ENSG00000054965	11	73111532	73309234	ENSG00000054965.6	FAM168A
ENSG00000054967	11	73087309	73108519	ENSG00000054967.8	RELT
ENSG00000054983	14	88304164	88460009	ENSG00000054983.12	GALC
ENSG00000055044	2	203130439	203168389	ENSG00000055044.6	NOP58
ENSG00000055070	1	16679070	16724640	ENSG00000055070.12	SZRD1
ENSG00000055118	7	150642049	150675403	ENSG00000055118.10	KCNH2
ENSG00000055130	7	148395006	148498128	ENSG00000055130.11	CUL1
